policy_id,policy_group_id,start_date,end_date,line_of_business,coverage_term_months,underwriting_year,currency,ifrs_model_type,status
POL98542393,GRP56802,2021-04-03,2023-04-23,Motor,25,2021,GBP,GMM,Cancelled
POL72757482,GRP67246,2022-12-31,2023-07-29,Motor,7,2022,USD,PAA,Active
POL05396783,GRP69731,2022-06-25,2023-11-17,Motor,17,2022,USD,PAA,Active
POL11060326,GRP55554,2018-06-30,2020-08-18,Health,26,2018,USD,GMM,Expired
POL52594257,GRP41307,2021-12-31,2023-05-25,Life,17,2021,EUR,GMM,Active
POL70271042,GRP77062,2025-06-01,2026-02-26,Health,9,2025,GBP,GMM,Active
POL56689286,GRP86828,2021-12-19,2023-12-09,Motor,24,2021,EUR,PAA,Active
POL84481821,GRP92544,2019-05-27,2021-10-13,Health,29,2019,GBP,PAA,Active
POL69668880,GRP56114,2020-06-09,2021-05-05,Motor,11,2020,USD,GMM,Active
POL49422280,GRP26690,2025-08-01,2026-10-25,Health,15,2025,EUR,GMM,Active
POL35229453,GRP60051,2021-06-09,2023-03-31,Property,22,2021,EUR,GMM,Active
POL47039508,GRP33099,2025-10-30,2028-02-17,Health,28,2025,GBP,PAA,Active
POL03343885,GRP68030,2022-11-23,2025-06-10,Life,31,2022,USD,PAA,Cancelled
POL56107719,GRP00118,2024-12-17,2027-06-05,Property,30,2024,GBP,GMM,Active
POL30184801,GRP48285,2019-04-27,2021-03-17,Property,23,2019,EUR,GMM,Active
POL64158989,GRP53403,2023-11-18,2025-08-09,Health,21,2023,USD,GMM,Cancelled
POL69058147,GRP77280,2021-08-26,2024-06-11,Health,34,2021,USD,PAA,Expired
POL44859750,GRP15626,2023-07-09,2024-10-31,Life,16,2023,GBP,PAA,Expired
POL58834553,GRP72217,2018-08-22,2019-11-15,Health,15,2018,USD,GMM,Expired
POL24316886,GRP65500,2024-11-16,2025-10-12,Motor,11,2024,GBP,PAA,Active
POL22437430,GRP29014,2021-10-27,2023-04-20,Motor,18,2021,EUR,PAA,Active
POL88068112,GRP70037,2025-05-28,2027-04-18,Motor,23,2025,EUR,GMM,Active
POL92777289,GRP83549,2019-01-26,2020-11-16,Life,22,2019,USD,PAA,Cancelled
POL97724563,GRP57405,2020-11-23,2022-02-16,Motor,15,2020,EUR,PAA,Cancelled
POL15615582,GRP21597,2019-05-08,2021-07-26,Property,27,2019,EUR,GMM,Cancelled
POL52341503,GRP33175,2023-10-04,2024-04-01,Property,6,2023,EUR,PAA,Cancelled
POL10780590,GRP30675,2024-07-06,2025-12-28,Health,18,2024,GBP,GMM,Expired
POL01663337,GRP80038,2025-12-18,2028-12-02,Health,36,2025,GBP,PAA,Cancelled
POL21026177,GRP15007,2022-04-20,2023-02-14,Health,10,2022,USD,PAA,Expired
POL81278461,GRP35720,2022-01-27,2024-10-13,Life,33,2022,GBP,GMM,Expired
POL58319278,GRP47292,2023-02-08,2024-02-03,Health,12,2023,EUR,PAA,Expired
POL12622560,GRP98455,2024-09-08,2025-03-07,Motor,6,2024,EUR,GMM,Expired
POL00385403,GRP82205,2022-01-20,2022-08-18,Life,7,2022,EUR,PAA,Active
POL36772331,GRP79508,2024-05-11,2026-08-29,Health,28,2024,USD,GMM,Expired
POL59697015,GRP09496,2024-09-15,2026-02-07,Motor,17,2024,GBP,GMM,Cancelled
POL65154390,GRP92437,2020-01-29,2021-08-21,Motor,19,2020,EUR,GMM,Active
POL73276546,GRP44149,2024-06-19,2026-04-10,Property,22,2024,USD,PAA,Cancelled
POL15265486,GRP07407,2020-11-01,2022-03-26,Life,17,2020,GBP,PAA,Active
POL24069945,GRP07147,2022-07-22,2024-04-12,Health,21,2022,GBP,PAA,Cancelled
POL17618050,GRP66667,2025-08-17,2028-03-04,Health,31,2025,EUR,PAA,Cancelled
POL83600919,GRP91845,2018-02-06,2018-11-03,Life,9,2018,EUR,GMM,Expired
POL12291121,GRP03262,2018-03-11,2020-03-30,Health,25,2018,EUR,PAA,Active
POL70170605,GRP90064,2021-09-16,2023-12-05,Property,27,2021,EUR,GMM,Cancelled
POL16471238,GRP91321,2018-01-11,2020-08-28,Life,32,2018,GBP,PAA,Active
POL75869243,GRP19253,2025-12-18,2027-11-08,Motor,23,2025,GBP,GMM,Expired
POL09310458,GRP89397,2018-08-04,2019-12-27,Health,17,2018,EUR,PAA,Active
POL06019470,GRP15255,2022-05-20,2023-01-15,Life,8,2022,USD,GMM,Cancelled
POL29103732,GRP52204,2022-01-22,2024-11-07,Life,34,2022,USD,PAA,Expired
POL39154271,GRP60706,2023-06-20,2023-12-17,Motor,6,2023,USD,PAA,Cancelled
POL18145721,GRP19008,2022-01-18,2023-04-13,Life,15,2022,GBP,PAA,Expired
POL49393214,GRP12114,2018-11-27,2019-12-22,Motor,13,2018,GBP,PAA,Cancelled
POL58017042,GRP05849,2024-07-01,2026-10-19,Health,28,2024,GBP,PAA,Cancelled
POL43326878,GRP27597,2018-01-29,2018-07-28,Property,6,2018,USD,PAA,Expired
POL97969134,GRP46956,2025-11-18,2027-12-08,Motor,25,2025,GBP,PAA,Expired
POL56476262,GRP95846,2018-11-06,2020-07-28,Life,21,2018,USD,GMM,Expired
POL48799566,GRP65858,2025-06-05,2026-11-27,Life,18,2025,GBP,GMM,Active
POL97151016,GRP18820,2022-12-28,2024-06-20,Motor,18,2022,USD,PAA,Expired
POL80140969,GRP36016,2021-06-19,2023-03-11,Health,21,2021,EUR,PAA,Expired
POL57492219,GRP89950,2018-11-09,2020-12-28,Motor,26,2018,GBP,PAA,Expired
POL44576332,GRP97613,2024-01-26,2024-11-21,Property,10,2024,USD,GMM,Cancelled
POL25674528,GRP52095,2018-02-24,2021-02-08,Health,36,2018,USD,GMM,Active
POL80417871,GRP69962,2025-01-04,2025-12-30,Life,12,2025,GBP,PAA,Expired
POL09672992,GRP20133,2023-03-22,2024-08-13,Motor,17,2023,USD,PAA,Active
POL30840264,GRP96569,2024-06-30,2027-04-16,Property,34,2024,USD,PAA,Cancelled
POL61777642,GRP80172,2023-08-14,2026-06-29,Life,35,2023,EUR,GMM,Cancelled
POL37724057,GRP16203,2023-01-28,2026-01-12,Health,36,2023,EUR,PAA,Expired
POL68904344,GRP10060,2018-02-27,2018-11-24,Motor,9,2018,EUR,PAA,Expired
POL92420415,GRP72999,2022-12-08,2024-08-29,Health,21,2022,GBP,PAA,Cancelled
POL87251498,GRP82711,2019-05-16,2021-05-05,Property,24,2019,EUR,PAA,Expired
POL73171028,GRP54124,2024-08-01,2027-05-18,Life,34,2024,USD,PAA,Active
POL51538048,GRP83289,2018-06-23,2019-05-19,Property,11,2018,EUR,GMM,Active
POL50443415,GRP62462,2019-07-22,2020-03-18,Health,8,2019,USD,PAA,Active
POL56141862,GRP51496,2023-08-16,2024-02-12,Motor,6,2023,GBP,GMM,Cancelled
POL04255867,GRP32570,2024-05-25,2027-04-10,Property,35,2024,USD,GMM,Expired
POL03084332,GRP37346,2023-09-10,2026-07-26,Life,35,2023,EUR,GMM,Active
POL62891868,GRP61949,2023-05-28,2025-07-16,Property,26,2023,GBP,GMM,Active
POL11060906,GRP99170,2025-09-27,2027-01-20,Life,16,2025,EUR,PAA,Active
POL04577689,GRP48485,2018-04-04,2020-02-23,Motor,23,2018,USD,GMM,Cancelled
POL85421438,GRP74439,2019-10-11,2022-06-27,Health,33,2019,EUR,GMM,Cancelled
POL82879631,GRP55254,2020-12-31,2022-12-21,Health,24,2020,GBP,PAA,Expired
POL01001096,GRP34305,2022-06-30,2024-07-19,Health,25,2022,EUR,GMM,Expired
POL18972690,GRP26842,2018-06-15,2021-03-31,Life,34,2018,GBP,GMM,Cancelled
POL13812387,GRP62086,2022-09-27,2023-06-24,Health,9,2022,GBP,PAA,Cancelled
POL89125541,GRP27972,2022-06-03,2023-03-30,Property,10,2022,GBP,PAA,Cancelled
POL59706209,GRP54461,2020-05-22,2022-09-09,Motor,28,2020,EUR,GMM,Expired
POL06752456,GRP67366,2022-12-21,2024-01-15,Life,13,2022,GBP,GMM,Cancelled
POL22929034,GRP68137,2023-07-25,2025-03-16,Health,20,2023,EUR,GMM,Cancelled
POL60053568,GRP90465,2021-04-01,2022-12-22,Life,21,2021,USD,GMM,Expired
POL50510384,GRP59124,2023-10-25,2025-12-13,Life,26,2023,EUR,PAA,Active
POL76499908,GRP69388,2022-05-04,2025-04-18,Property,36,2022,USD,GMM,Cancelled
POL22173122,GRP10966,2021-06-11,2022-10-04,Motor,16,2021,GBP,PAA,Cancelled
POL23546992,GRP26145,2022-01-25,2023-08-18,Motor,19,2022,USD,PAA,Expired
POL97364023,GRP42910,2022-11-26,2023-06-24,Life,7,2022,EUR,GMM,Active
POL76799840,GRP08223,2021-12-23,2024-08-09,Motor,32,2021,USD,GMM,Active
POL52002629,GRP88454,2022-04-03,2023-04-28,Property,13,2022,EUR,GMM,Cancelled
POL53344025,GRP66736,2023-01-11,2025-03-01,Health,26,2023,EUR,PAA,Expired
POL47248228,GRP99105,2020-10-08,2023-06-25,Property,33,2020,USD,PAA,Cancelled
POL06417762,GRP91216,2022-08-02,2024-01-24,Property,18,2022,GBP,GMM,Cancelled
POL22809867,GRP56814,2025-07-13,2026-01-09,Life,6,2025,USD,GMM,Cancelled
POL69249733,GRP25842,2021-06-25,2022-10-18,Property,16,2021,EUR,GMM,Active
POL03353139,GRP05179,2025-06-06,2027-12-23,Motor,31,2025,USD,GMM,Expired
POL29013619,GRP21404,2019-05-19,2021-12-04,Motor,31,2019,EUR,PAA,Expired
POL12359166,GRP63061,2022-11-28,2024-05-21,Life,18,2022,GBP,GMM,Cancelled
POL01135339,GRP34843,2020-11-06,2023-01-25,Motor,27,2020,USD,PAA,Cancelled
POL19855948,GRP73840,2023-07-21,2025-05-11,Health,22,2023,USD,PAA,Active
POL86279380,GRP84624,2019-08-07,2021-11-24,Property,28,2019,EUR,GMM,Active
POL03861871,GRP61949,2024-09-02,2027-05-20,Health,33,2024,GBP,GMM,Expired
POL21288413,GRP37390,2025-01-22,2026-01-17,Motor,12,2025,GBP,PAA,Active
POL97165589,GRP33540,2024-01-04,2025-06-27,Life,18,2024,USD,GMM,Cancelled
POL58655640,GRP59782,2022-11-07,2023-11-02,Motor,12,2022,EUR,GMM,Cancelled
POL22393894,GRP55075,2022-08-24,2025-04-10,Health,32,2022,USD,GMM,Cancelled
POL64223499,GRP62845,2020-05-01,2023-01-16,Life,33,2020,USD,PAA,Expired
POL86226149,GRP83439,2019-07-10,2022-01-25,Life,31,2019,EUR,GMM,Cancelled
POL85443082,GRP12861,2020-05-25,2021-10-17,Life,17,2020,EUR,GMM,Cancelled
POL01610618,GRP75111,2025-10-15,2027-09-05,Property,23,2025,EUR,GMM,Expired
POL56282963,GRP91271,2020-02-07,2021-11-28,Life,22,2020,EUR,GMM,Active
POL07822169,GRP74689,2020-04-27,2021-09-19,Motor,17,2020,USD,GMM,Expired
POL23921362,GRP60682,2022-08-13,2024-05-04,Property,21,2022,USD,GMM,Cancelled
POL53017146,GRP94576,2019-09-24,2021-10-13,Life,25,2019,GBP,PAA,Active
POL82466454,GRP17609,2023-01-15,2024-12-05,Motor,23,2023,GBP,GMM,Expired
POL75175340,GRP46566,2023-10-11,2026-02-27,Life,29,2023,USD,GMM,Active
POL40626982,GRP71552,2024-03-03,2024-11-28,Life,9,2024,GBP,GMM,Cancelled
POL65497482,GRP80043,2024-06-12,2027-03-29,Health,34,2024,USD,PAA,Cancelled
POL13785253,GRP62163,2024-07-28,2026-02-18,Property,19,2024,USD,PAA,Cancelled
POL16364679,GRP57427,2023-02-07,2024-09-29,Property,20,2023,GBP,GMM,Cancelled
POL45485086,GRP53857,2022-01-10,2023-01-05,Health,12,2022,USD,GMM,Cancelled
POL56062418,GRP45056,2018-01-02,2020-11-17,Health,35,2018,GBP,GMM,Cancelled
POL42018579,GRP88487,2018-05-23,2021-04-07,Life,35,2018,GBP,GMM,Active
POL02251364,GRP01094,2024-10-16,2026-06-08,Health,20,2024,GBP,GMM,Active
POL65670703,GRP92187,2020-05-20,2021-09-12,Life,16,2020,EUR,PAA,Cancelled
POL84895700,GRP93722,2022-09-29,2024-03-22,Health,18,2022,USD,PAA,Cancelled
POL79010826,GRP74694,2021-11-09,2023-09-30,Property,23,2021,USD,PAA,Cancelled
POL96577768,GRP86789,2024-04-28,2025-12-19,Health,20,2024,GBP,GMM,Cancelled
POL43694881,GRP16876,2024-10-09,2025-09-04,Motor,11,2024,GBP,PAA,Expired
POL21958618,GRP57801,2025-06-24,2026-12-16,Property,18,2025,USD,GMM,Expired
POL95443221,GRP69251,2019-11-28,2021-04-21,Motor,17,2019,USD,GMM,Expired
POL36761275,GRP94190,2025-05-08,2026-04-03,Life,11,2025,GBP,PAA,Active
POL77521829,GRP44669,2021-04-06,2023-11-22,Life,32,2021,EUR,GMM,Active
POL16540157,GRP17594,2024-02-20,2024-10-17,Property,8,2024,EUR,GMM,Cancelled
POL32795986,GRP81996,2020-05-12,2022-05-02,Life,24,2020,USD,PAA,Expired
POL53450132,GRP33284,2023-10-23,2024-04-20,Property,6,2023,USD,GMM,Cancelled
POL00630184,GRP87009,2021-06-25,2022-10-18,Health,16,2021,USD,GMM,Active
POL19671505,GRP86767,2019-07-01,2020-06-25,Life,12,2019,USD,PAA,Active
POL87635647,GRP01574,2024-09-11,2026-08-02,Property,23,2024,USD,PAA,Expired
POL07707267,GRP53519,2020-01-05,2022-10-21,Motor,34,2020,USD,PAA,Cancelled
POL96339181,GRP78724,2018-07-19,2021-02-03,Life,31,2018,GBP,PAA,Expired
POL37451451,GRP02219,2023-06-15,2026-05-30,Life,36,2023,GBP,GMM,Active
POL22078405,GRP84655,2024-09-01,2025-12-25,Property,16,2024,EUR,PAA,Expired
POL54814077,GRP76421,2024-02-25,2026-04-15,Health,26,2024,EUR,PAA,Expired
POL46148514,GRP61668,2021-10-16,2024-02-03,Property,28,2021,GBP,PAA,Expired
POL50986259,GRP40658,2024-03-20,2026-11-05,Life,32,2024,EUR,PAA,Expired
POL55849339,GRP90747,2019-06-06,2020-03-02,Property,9,2019,EUR,PAA,Expired
POL05479688,GRP93631,2023-10-17,2026-02-03,Life,28,2023,GBP,GMM,Active
POL29056334,GRP13655,2018-05-15,2021-03-30,Property,35,2018,GBP,GMM,Cancelled
POL49322777,GRP80060,2020-03-15,2021-02-08,Health,11,2020,EUR,GMM,Active
POL66935995,GRP33851,2019-12-16,2022-03-05,Health,27,2019,GBP,GMM,Active
POL60380136,GRP93915,2023-05-10,2025-10-26,Motor,30,2023,USD,GMM,Cancelled
POL40592509,GRP82131,2021-08-19,2023-02-10,Life,18,2021,GBP,PAA,Active
POL72372235,GRP01720,2024-11-23,2026-11-13,Motor,24,2024,USD,GMM,Expired
POL31482376,GRP34855,2021-11-03,2023-03-28,Property,17,2021,EUR,PAA,Cancelled
POL95802515,GRP84138,2018-11-22,2021-04-10,Motor,29,2018,EUR,GMM,Active
POL18611222,GRP39707,2018-05-06,2020-10-22,Health,30,2018,EUR,PAA,Cancelled
POL14709907,GRP09433,2025-06-06,2026-03-03,Health,9,2025,USD,GMM,Active
POL65587454,GRP57956,2022-03-29,2023-10-20,Health,19,2022,GBP,PAA,Active
POL28826673,GRP79658,2023-04-15,2023-10-12,Motor,6,2023,USD,PAA,Active
POL64141923,GRP30573,2025-11-28,2026-12-23,Life,13,2025,EUR,GMM,Active
POL69288799,GRP85275,2025-11-11,2027-08-03,Life,21,2025,EUR,GMM,Expired
POL02143217,GRP23834,2021-12-07,2022-06-05,Property,6,2021,USD,GMM,Cancelled
POL92920351,GRP65302,2022-06-14,2023-10-07,Motor,16,2022,USD,GMM,Expired
POL79115692,GRP51685,2018-05-09,2020-11-24,Property,31,2018,GBP,PAA,Active
POL20623150,GRP37168,2018-10-09,2019-05-07,Property,7,2018,EUR,GMM,Cancelled
POL51092158,GRP61201,2022-05-26,2022-11-22,Property,6,2022,GBP,PAA,Cancelled
POL33675677,GRP82162,2024-11-13,2026-08-05,Property,21,2024,USD,GMM,Active
POL88572803,GRP78538,2020-02-07,2020-10-04,Life,8,2020,USD,GMM,Cancelled
POL73241993,GRP65151,2019-05-05,2019-12-01,Property,7,2019,USD,GMM,Active
POL15591229,GRP73013,2025-11-27,2026-06-25,Life,7,2025,EUR,PAA,Active
POL58174826,GRP40229,2020-02-05,2021-08-28,Life,19,2020,USD,GMM,Expired
POL56454042,GRP11317,2019-12-07,2022-06-24,Motor,31,2019,EUR,PAA,Cancelled
POL56180479,GRP04382,2022-05-17,2023-09-09,Motor,16,2022,USD,PAA,Expired
POL84293707,GRP38831,2023-11-21,2026-09-06,Motor,34,2023,GBP,PAA,Expired
POL25635050,GRP35922,2021-02-12,2021-11-09,Property,9,2021,USD,GMM,Cancelled
POL06620087,GRP72047,2025-02-23,2027-07-13,Health,29,2025,USD,PAA,Active
POL16958901,GRP19214,2022-03-17,2023-05-11,Motor,14,2022,EUR,GMM,Expired
POL43293445,GRP44389,2024-06-19,2025-06-14,Motor,12,2024,EUR,GMM,Active
POL63934344,GRP62766,2022-01-01,2022-11-27,Health,11,2022,USD,GMM,Active
POL26042849,GRP12639,2022-02-17,2024-01-08,Property,23,2022,GBP,GMM,Active
POL66669405,GRP43864,2025-01-13,2027-05-03,Property,28,2025,EUR,GMM,Expired
POL32969459,GRP07669,2019-11-30,2022-11-14,Motor,36,2019,USD,GMM,Expired
POL95201550,GRP71820,2021-07-24,2022-01-20,Motor,6,2021,USD,PAA,Expired
POL70129587,GRP38024,2019-04-29,2020-07-22,Life,15,2019,EUR,PAA,Expired
POL07663245,GRP13365,2022-06-16,2023-03-13,Life,9,2022,USD,PAA,Cancelled
POL14049806,GRP93315,2022-03-14,2023-06-07,Motor,15,2022,USD,GMM,Expired
POL04132257,GRP77858,2020-04-16,2022-07-05,Life,27,2020,GBP,GMM,Expired
POL36596090,GRP49650,2023-06-16,2025-09-03,Health,27,2023,GBP,PAA,Expired
POL53122290,GRP69039,2025-02-11,2026-09-04,Property,19,2025,USD,GMM,Active
POL07757206,GRP80889,2020-05-04,2021-12-25,Property,20,2020,GBP,GMM,Cancelled
POL65768948,GRP03930,2019-06-04,2020-02-29,Property,9,2019,GBP,GMM,Expired
POL74836828,GRP52628,2019-01-26,2022-01-10,Health,36,2019,USD,PAA,Cancelled
POL63863688,GRP15383,2025-01-18,2027-12-04,Property,35,2025,GBP,GMM,Cancelled
POL38387099,GRP99599,2023-03-23,2026-02-05,Property,35,2023,EUR,GMM,Cancelled
POL12620662,GRP08886,2018-11-09,2021-03-28,Health,29,2018,EUR,PAA,Cancelled
POL15059977,GRP56776,2023-11-10,2026-10-25,Life,36,2023,GBP,PAA,Active
POL77937799,GRP33722,2020-06-28,2022-09-16,Life,27,2020,EUR,PAA,Cancelled
POL64742217,GRP91935,2021-02-14,2023-04-05,Health,26,2021,USD,GMM,Cancelled
POL72247498,GRP37494,2024-12-22,2025-11-17,Life,11,2024,GBP,GMM,Active
POL74553292,GRP81974,2019-03-18,2021-12-02,Life,33,2019,EUR,PAA,Cancelled
POL21721130,GRP56097,2023-11-17,2025-02-09,Motor,15,2023,EUR,GMM,Active
POL70085666,GRP76989,2018-08-26,2019-02-22,Motor,6,2018,GBP,PAA,Expired
POL80263337,GRP00034,2025-01-16,2027-04-06,Health,27,2025,EUR,GMM,Expired
POL36553117,GRP41478,2023-06-02,2024-11-23,Motor,18,2023,GBP,PAA,Cancelled
POL41160382,GRP67799,2024-07-26,2025-10-19,Health,15,2024,GBP,GMM,Expired
POL86316624,GRP02690,2021-12-24,2022-07-22,Life,7,2021,EUR,PAA,Active
POL73138932,GRP19818,2022-01-09,2024-08-26,Life,32,2022,GBP,PAA,Cancelled
POL14497880,GRP62089,2019-01-09,2019-07-08,Life,6,2019,USD,PAA,Cancelled
POL56487883,GRP66249,2023-12-17,2024-11-11,Motor,11,2023,EUR,GMM,Expired
POL15950890,GRP33607,2023-07-17,2024-01-13,Health,6,2023,EUR,GMM,Active
POL94079841,GRP84143,2022-05-05,2023-09-27,Health,17,2022,GBP,PAA,Active
POL30242277,GRP31939,2025-10-23,2026-04-21,Motor,6,2025,USD,PAA,Cancelled
POL28473313,GRP59942,2023-11-13,2025-08-04,Life,21,2023,GBP,GMM,Expired
POL77712685,GRP05812,2021-08-21,2022-06-17,Health,10,2021,EUR,GMM,Expired
POL83854406,GRP38798,2018-06-21,2019-12-13,Life,18,2018,EUR,GMM,Expired
POL56328467,GRP47828,2021-11-20,2023-04-14,Motor,17,2021,EUR,GMM,Cancelled
POL82201236,GRP59713,2019-12-13,2020-11-07,Life,11,2019,EUR,PAA,Active
POL29868049,GRP28393,2019-10-27,2020-06-23,Health,8,2019,EUR,PAA,Expired
POL10954764,GRP05267,2024-12-01,2026-05-25,Life,18,2024,USD,PAA,Expired
POL93263443,GRP84621,2018-08-30,2019-06-26,Property,10,2018,GBP,PAA,Cancelled
POL55496153,GRP13105,2021-12-14,2024-07-31,Motor,32,2021,USD,PAA,Active
POL28355639,GRP20251,2019-01-20,2019-08-18,Health,7,2019,USD,GMM,Cancelled
POL87935437,GRP60738,2018-09-11,2021-07-27,Motor,35,2018,GBP,PAA,Active
POL61042995,GRP80161,2019-05-15,2021-02-03,Property,21,2019,EUR,PAA,Expired
POL44378457,GRP65123,2019-08-21,2020-10-14,Property,14,2019,GBP,PAA,Active
POL76527306,GRP84373,2025-01-20,2027-08-08,Life,31,2025,USD,PAA,Expired
POL33614517,GRP68515,2021-03-13,2024-02-26,Property,36,2021,GBP,PAA,Expired
POL47888710,GRP34026,2020-07-02,2022-07-22,Health,25,2020,GBP,GMM,Active
POL11294925,GRP21309,2018-10-31,2020-03-24,Life,17,2018,USD,GMM,Active
POL51446203,GRP62975,2018-12-04,2021-08-20,Motor,33,2018,GBP,GMM,Expired
POL11293432,GRP15947,2023-08-07,2026-03-24,Life,32,2023,GBP,PAA,Active
POL34007071,GRP95669,2025-09-08,2027-09-28,Life,25,2025,EUR,PAA,Active
POL48167378,GRP26247,2023-09-26,2026-07-12,Health,34,2023,EUR,GMM,Active
POL59012585,GRP63638,2025-04-04,2026-10-26,Property,19,2025,EUR,GMM,Active
POL84326675,GRP31983,2024-09-06,2026-01-29,Motor,17,2024,USD,GMM,Expired
POL44775702,GRP84922,2022-10-25,2024-04-17,Health,18,2022,GBP,GMM,Active
POL91460604,GRP28671,2024-10-22,2025-09-17,Health,11,2024,EUR,GMM,Expired
POL13364709,GRP93768,2021-05-01,2022-07-25,Motor,15,2021,EUR,PAA,Cancelled
POL41276740,GRP62622,2024-05-20,2025-12-11,Property,19,2024,USD,GMM,Expired
POL41075942,GRP90772,2025-10-30,2027-04-23,Life,18,2025,USD,GMM,Cancelled
POL60308079,GRP03840,2019-12-08,2020-08-04,Life,8,2019,GBP,GMM,Cancelled
POL51333505,GRP47979,2019-01-04,2020-11-24,Life,23,2019,EUR,GMM,Cancelled
POL94496477,GRP32189,2019-09-02,2022-03-20,Property,31,2019,EUR,GMM,Active
POL65324984,GRP31064,2024-09-09,2025-03-08,Health,6,2024,EUR,GMM,Cancelled
POL70157247,GRP89707,2018-01-31,2019-11-22,Life,22,2018,GBP,PAA,Cancelled
POL08709187,GRP97908,2020-07-09,2021-07-04,Health,12,2020,EUR,PAA,Cancelled
POL42057179,GRP03052,2023-12-15,2026-03-04,Property,27,2023,USD,GMM,Expired
POL44679991,GRP81057,2021-11-09,2024-04-27,Life,30,2021,GBP,GMM,Active
POL72179438,GRP38775,2021-04-10,2023-04-30,Property,25,2021,USD,GMM,Cancelled
POL78870363,GRP95994,2025-09-10,2026-12-04,Motor,15,2025,GBP,GMM,Active
POL79969241,GRP28989,2024-12-09,2025-06-07,Property,6,2024,GBP,GMM,Active
POL54570834,GRP72555,2024-03-20,2025-03-15,Life,12,2024,USD,PAA,Active
POL35904349,GRP51893,2021-06-23,2022-03-20,Property,9,2021,EUR,GMM,Cancelled
POL24608377,GRP01939,2019-03-13,2020-01-07,Life,10,2019,GBP,PAA,Expired
POL62993850,GRP84449,2025-11-21,2026-09-17,Life,10,2025,USD,PAA,Active
POL27407011,GRP11210,2018-11-19,2020-03-13,Health,16,2018,EUR,GMM,Expired
POL64376799,GRP49404,2019-05-23,2020-07-16,Health,14,2019,GBP,PAA,Expired
POL12453479,GRP21630,2023-08-19,2024-07-14,Health,11,2023,USD,GMM,Cancelled
POL83133408,GRP50252,2025-04-04,2027-06-23,Motor,27,2025,EUR,GMM,Cancelled
POL50693896,GRP70415,2025-03-18,2026-02-11,Life,11,2025,USD,PAA,Cancelled
POL05049812,GRP44537,2021-11-01,2022-06-29,Health,8,2021,GBP,PAA,Cancelled
POL00859392,GRP46096,2025-08-01,2026-10-25,Life,15,2025,USD,PAA,Active
POL11349653,GRP22256,2021-09-11,2022-03-10,Property,6,2021,GBP,PAA,Active
POL91562118,GRP69830,2020-02-14,2020-08-12,Health,6,2020,EUR,GMM,Active
POL81415112,GRP79189,2018-09-13,2021-01-30,Health,29,2018,USD,PAA,Cancelled
POL44344179,GRP75523,2023-02-22,2025-09-09,Property,31,2023,USD,GMM,Active
POL72293374,GRP71499,2023-07-09,2024-11-30,Property,17,2023,EUR,PAA,Cancelled
POL37392432,GRP86859,2021-07-23,2022-02-18,Motor,7,2021,EUR,PAA,Cancelled
POL52386778,GRP90526,2023-11-03,2026-04-21,Property,30,2023,GBP,PAA,Active
POL99342257,GRP58737,2020-03-03,2023-02-16,Motor,36,2020,EUR,PAA,Active
POL29590140,GRP18256,2022-04-24,2024-01-14,Life,21,2022,EUR,PAA,Cancelled
POL62079990,GRP15554,2019-07-03,2022-03-19,Life,33,2019,USD,GMM,Active
POL08678969,GRP11027,2025-09-22,2027-03-16,Life,18,2025,USD,PAA,Active
POL82150132,GRP33105,2020-11-28,2022-09-19,Property,22,2020,GBP,PAA,Active
POL30152610,GRP89295,2022-10-10,2025-08-25,Motor,35,2022,EUR,GMM,Expired
POL62094074,GRP37375,2019-08-31,2021-02-21,Property,18,2019,EUR,PAA,Cancelled
POL94523543,GRP91343,2020-03-21,2020-11-16,Property,8,2020,USD,GMM,Expired
POL25638260,GRP84361,2018-09-03,2020-09-22,Property,25,2018,USD,GMM,Expired
POL92051744,GRP34755,2023-04-03,2023-09-30,Health,6,2023,GBP,PAA,Cancelled
POL31139420,GRP52114,2022-05-03,2025-01-17,Motor,33,2022,EUR,GMM,Cancelled
POL61980620,GRP07907,2025-04-12,2026-01-07,Health,9,2025,USD,PAA,Active
POL17938496,GRP55738,2023-02-22,2023-10-20,Life,8,2023,EUR,GMM,Expired
POL58451722,GRP31413,2018-05-02,2020-09-18,Health,29,2018,USD,GMM,Active
POL54785083,GRP98621,2021-09-24,2023-03-18,Motor,18,2021,GBP,PAA,Active
POL08404981,GRP20155,2021-05-08,2022-03-04,Life,10,2021,GBP,GMM,Expired
POL43088862,GRP26902,2020-02-27,2021-01-22,Property,11,2020,EUR,GMM,Expired
POL51885191,GRP36722,2020-06-18,2022-05-09,Motor,23,2020,USD,GMM,Active
POL76671912,GRP35663,2019-02-28,2019-11-25,Health,9,2019,USD,PAA,Cancelled
POL46810239,GRP70681,2022-03-21,2024-06-08,Motor,27,2022,GBP,GMM,Expired
POL23543620,GRP29351,2021-09-27,2024-05-14,Property,32,2021,GBP,GMM,Expired
POL76153979,GRP77160,2020-01-18,2020-09-14,Property,8,2020,GBP,PAA,Active
POL13757147,GRP37039,2024-10-10,2026-11-29,Property,26,2024,GBP,GMM,Cancelled
POL70072894,GRP84869,2019-11-16,2020-08-12,Property,9,2019,USD,GMM,Expired
POL04478088,GRP92804,2023-07-15,2025-09-02,Life,26,2023,USD,PAA,Active
POL80806197,GRP25368,2021-07-15,2023-01-06,Property,18,2021,EUR,GMM,Active
